sent_id	word_seq	token_cyr	pos
53	15	1923	NUM
53	16	)	PUNCT
53	17	филминиң	NOUN
53	18	түсирилиўи	NOUN
53	19	басланғаніна	VERB
53	20	алті	DET
53	21	һáпте	NOUN
53	22	болғанда	VERB
53	23	жумістан	NOUN
53	24	босатті	NOUN
53	25	һáм	NOUN
53	26	оні	PRON
53	27	руперт	NOUN
53	28	джулиан	NOUN
53	29	менен	PRON
53	30	алмастірді	VERB
53	31	.	PUNCT
54	0	онің	PRON
54	1	айірім	ADJ
54	2	көзқарасларі	NOUN
54	3	пайдаланіўшілардің	NOUN
54	4	өз	DET
54	5	программаліқ	ADJ
54	6	проcедураларін	NOUN
54	7	киргизиўге	VERB
54	8	руқсат	NOUN
54	9	беретуғін	VERB
54	10	имканийатларді	NOUN
54	11	һáм	ADJ
54	12	жаңа	ADJ
54	13	мағліўмат	NOUN
54	14	түрлерин	NOUN
54	15	аніқлаў	VERB
54	16	,	PUNCT
54	17	сондай-ақ	CCONJ
54	18	жаңа	ADJ
54	19	форматлаў	NOUN
54	20	белгилеў	VERB
54	21	теглерин	NOUN
54	22	аніқлаў	VERB
54	23	қабилетлерин	NOUN
54	24	өз	DET
54	25	ишине	NOUN
54	26	аладі	VERB
54	27	.	PUNCT
55	0	аудит	NOUN
55	1	жолларін	NOUN
55	2	араліқтан	NOUN
55	3	,	PUNCT
55	4	тек	ADV
55	5	қосімша	NOUN
55	6	киргизиў	NOUN
55	7	мүмкин	ADJ
55	8	болған	AUX
55	9	жерде	NOUN
55	10	сақлаў	NOUN
55	11	басіп	VERB
55	12	кириўшилердиң	PUNCT
55	13	өз	DET
55	14	излерин	NOUN
55	15	жасіріўінің	VERB
55	16	алдін	X
55	17	аліўі	VERB
55	18	мүмкин	ADJ
55	19	.	PUNCT
56	0	бул	NOUN
56	1	жол	NOUN
56	2	менен	PRON
56	3	шіғарілған	VERB
56	4	ойіншілар	NOUN
56	5	проcедуранің	NOUN
56	6	кейинги	ADJ
56	7	бөлиминде	NOUN
56	8	соққі	NOUN
56	9	бериўши	VERB
56	10	йамаса	PUNCT
56	11	дáрўазаман	NOUN
56	12	ретинде	NOUN
56	13	қатнаса	VERB
56	14	алмайді	AUX
56	15	,	PUNCT
56	16	тек	SCONJ
56	17	олар	PRON
56	18	пеналтилер	NOUN
56	19	серийасі	NOUN
56	20	ўақтінда	NOUN
56	21	жарақат	NOUN
56	22	алған	VERB
56	23	дáрўазаманді	ADJ
56	24	алмастіріў	VERB
56	25	ушін	ADP
56	26	қолланіліўі	VERB
56	27	мүмкин	ADJ
56	28	.	PUNCT
57	0	фоx	NOUN
57	1	атоми	NOUN
57	2	c	PUNCT
57	3	-	PUNCT
57	4	2006	NUM
57	5	-	PUNCT
57	6	жілдан	NOUN
57	7	2009	NUM
57	8	-	PUNCT
57	9	жілдің	NOUN
57	10	апрел	NOUN
57	11	айіна	NOUN
57	12	шекем	ADP
57	13	жуміс	NOUN
57	14	ислеген	VERB
57	15	,	PUNCT
57	16	жасларға	NOUN
57	17	арналған	VERB
57	18	филм	NOUN
57	19	өндириў	NOUN
57	20	компанийасі	NOUN
57	21	һáм	NOUN
57	22	фоx	NOUN
57	23	филмед	NOUN
57	24	ентертаинмент	NOUN
57	25	бөлими	NOUN
57	26	болған	AUX
57	27	.	PUNCT
58	0	жеке	ADJ
58	1	компйутер	NOUN
58	2	(	PUNCT
58	3	ингл	NOUN
58	4	.	PUNCT
59	0	һүжим	NOUN
59	1	һáрекети	NOUN
59	2	сіпатінда	NOUN
59	3	,	PUNCT
59	4	кросс	NOUN
59	5	áдетте	CCONJ
59	6	ойінші	NOUN
59	7	қарсіласларінің	NOUN
59	8	дáрўаза	ADJ
59	9	сізіғіна	NOUN
59	10	қарай	ADP
59	11	жуўіріп	VERB
59	12	баратірғанда	VERB
59	13	көринеди	VERB
59	14	.	PUNCT
60	0	шеп	NOUN
60	1	тáрепте	NOUN
60	2	:	PUNCT
60	3	ақш	PROPN
60	4	жоқарі	NOUN
60	5	мектебиниң	NOUN
60	6	қізлар	NOUN
60	7	суў	NOUN
60	8	полосі	NOUN
60	9	командасі	NOUN
60	10	(	PUNCT
60	11	фонда	NOUN
60	12	ер	PART
60	13	тренерлери	NOUN
60	14	менен	CCONJ
60	15	бирге	NOUN
60	16	)	PUNCT
60	17	өз	DET
60	18	кубоги	NOUN
60	19	менен	CCONJ
60	20	сүўретке	NOUN
60	21	түсип	VERB
60	22	атір	VERB
60	23	.	PUNCT
61	0	ишки	NOUN
61	1	зарйад	NOUN
61	2	насосларі	NOUN
62	0	өрмекши	NOUN
62	1	жорғалаўі	NOUN
62	2	-	PUNCT
62	3	бул	NOUN
62	4	тийкарінан	NOUN
62	5	ишки	NOUN
62	6	туўрі	PUNCT
62	7	булшіқ	ADJ
62	8	ет	NOUN
62	9	,	PUNCT
62	10	оміртқанің	NOUN
62	11	тик	ADJ
62	12	булшіқ	ADJ
62	13	ети	NOUN
62	14	һáм	ADJ
62	15	сіртқі	ADJ
62	16	қійа	VERB
62	17	булшіқ	ADJ
62	18	етлер	NOUN
62	19	сійақлі	ADJ
62	20	орайліқ	ADJ
62	21	булшіқ	ADJ
62	22	етлерге	NOUN
62	23	,	PUNCT
62	24	сондай-ақ	CCONJ
62	25	үлкен	ADJ
62	26	көкирек	NOUN
62	27	булшіқ	NOUN
62	28	ети	ADJ
62	29	,	PUNCT
62	30	алдіңғі	ADJ
62	31	делта	NOUN
62	32	тáризли	CCONJ
62	33	булшіқ	ADJ
62	34	ет	NOUN
62	35	һáм	PUNCT
62	36	үш	NUM
62	37	баслі	ADJ
62	38	булшіқ	ADJ
62	39	етке	NOUN
62	40	тáсир	ADJ
62	41	ететуғін	VERB
62	42	динамикаліқ	ADJ
62	43	қурама	NOUN
62	44	шініғіў	ADJ
62	45	.	PUNCT
63	0	лопестиң	NOUN
63	1	биринши	ADJ
63	2	кáсиплик	NOUN
63	3	актйорліқ	ADJ
63	4	жумісі	NOUN
63	5	""""	PUNCT
63	6	соутһ	NOUN
63	7	"cентрал"""	NOUN
63	8	(	PUNCT
63	9	1994	NUM
63	10	)	PUNCT
63	11	телешоўінда	NOUN
63	12	киши	NOUN
63	13	қайталанатуғін	ADJ
63	14	рол	NOUN
63	15	болді	VERB
63	16	.	PUNCT
64	0	стек	NOUN
64	1	машинасінда	NOUN
64	2	жасірін	ADJ
64	3	стекте	NOUN
64	4	онің	PRON
64	5	операндларінің	NOUN
64	6	көпшилиги	ADJ
64	7	йамаса	VERB
64	8	барліғі	NOUN
64	9	бар	ADJ
64	10	.	PUNCT
65	0	2016	NUM
65	1	-жіл	NOUN
65	2	2	NUM
65	3	-	PUNCT
65	4	сентйабрде	PROPN
65	5	гоогле	NOUN
65	6	прожеcт	NOUN
65	7	ара-нің	NOUN
65	8	тоқтатілғанін	VERB
65	9	тастійіқладі	VERB
65	10	.	PUNCT
66	0	ассоcиаcийа	NOUN
66	1	футболіндағідай	NOUN
66	2	,	PUNCT
66	3	топ	NOUN
66	4	дáрўаза	NOUN
66	5	сізіғінің	NOUN
66	6	астінан	NOUN
66	7	һáм	DET
66	8	гол	NOUN
66	9	бағаналарінің	NOUN
66	10	арасінан	NOUN
66	11	толіғі	NOUN
66	12	менен	DET
66	13	гол	NOUN
66	14	сізіғінан	NOUN
66	15	өткенде	VERB
66	16	гол	NOUN
66	17	есапланаді	VERB
66	18	.	PUNCT
67	0	усі	NOUN
67	1	ўақітта	NOUN
67	2	,	PUNCT
67	3	джон	NOUN
67	4	маккарти	NOUN
67	5	һáм	NOUN
67	6	пет	NOUN
67	7	xейс	NOUN
67	8	себеп	NOUN
67	9	һáм	NOUN
67	10	нáтийже	NOUN
67	11	нізамларі	NOUN
67	12	һаққінда	ADP
67	13	уліўма	PUNCT
67	14	ақіл-ой	NOUN
67	15	билимлерин	NOUN
67	16	логикаліқ	ADJ
67	17	көрсетиў	VERB
67	18	ушін	CCONJ
67	19	жағдай	NOUN
67	20	есаплаўін	NOUN
67	21	раўажландірді	VERB
67	22	.	PUNCT
68	0	қоқім	NOUN
68	1	жійна	NOUN
68	2	ў	PUNCT
68	3	бағдарламашіні	NOUN
68	4	көп	DET
68	5	жағдайларда	NOUN
68	6	енди	ADV
68	7	керек	ADJ
68	8	емес	ADV
68	9	йадті	NOUN
68	10	босатіў	VERB
68	11	жуўапкершилигинен	NOUN
68	12	азат	ADJ
68	13	етиў	VERB
68	14	арқалі	CCONJ
68	15	йад	NOUN
68	16	ағіўларі	NOUN
68	17	мáселесин	NOUN
68	18	шешеди	VERB
68	19	.	PUNCT
69	0	ол	DET
69	1	опенаи	NOUN
69	2	компанийасін	NOUN
69	3	чатгпт	NOUN
69	4	ди	CCONJ
69	5	иске	NOUN
69	6	түсиргени	VERB
69	7	ушін	PUNCT
69	8	мақтаді	VERB
69	9	һáм	NOUN
69	10	наделланің	NOUN
69	11	гоогледі	NOUN
69	12	басқаріўға	VERB
69	13	мáжбүрлеймиз	VERB
69	14	деген	VERB
69	15	пикирлерине	NOUN
69	16	жуўап	VERB
69	17	қайтарді	VERB
69	18	.	PUNCT
70	0	компйутер	NOUN
70	1	корпусі	NOUN
70	2	стол	NOUN
70	3	үсти	ADJ
70	4	компйутер	NOUN
70	5	системасінің	NOUN
70	6	көпшилик	NOUN
70	7	компонентлерин	NOUN
70	8	қамтійді	VERB
70	9	.	PUNCT
71	0	xйуз	PROPN
71	1	һáм	ADJ
71	2	местрес	NOUN
71	3	арасіндағі	NOUN
71	4	шериклик	NOUN
71	5	шеңберинде	NOUN
71	6	ислеп	VERB
71	7	шіғарілған	VERB
71	8	1998	NUM
71	9	-	PUNCT
71	10	жілғі	NOUN
71	11	"""реач"	NOUN
71	12	тһе	NOUN
71	13	роcк	NOUN
71	14	""""	PUNCT
71	15	филми	NOUN
71	16	кейин	ADP
71	17	"""грамерcй"	NOUN
71	18	пиcтурес	NOUN
71	19	компанийасінің	NOUN
71	20	джон	NOUN
71	21	xйуз	NOUN
71	22	һáм	NOUN
71	23	рикардо	NOUN
71	24	местрес	NOUN
71	25	өндириси	PUNCT
71	26	""""	PUNCT
71	27	деп	VERB
71	28	көрсетилди	VERB
71	29	.	PUNCT
72	0	транзакcийаларді	NOUN
72	1	абап	NOUN
72	2	операторларі	NOUN
72	3	cалл	NOUN
72	4	трансаcтион	NOUN
72	5	һáм	ADJ
72	6	леаве	NOUN
72	7	то	ADV
72	8	трансаcтион	ADJ
72	9	арқалі	ADJ
72	10	программаліқ	ADJ
72	11	тáрептен	NOUN
72	12	де	ADV
72	13	шақіріўға	VERB
72	14	боладі	VERB
72	15	.	PUNCT
73	0	2013	NUM
73	1	-	PUNCT
73	2	жілдің	NOUN
73	3	март	NOUN
73	4	айінда	NOUN
73	5	гоогле	NOUN
73	6	терең	ADJ
73	7	оқітіў	NOUN
73	8	тараўінің	NOUN
73	9	жетекши	ADJ
73	10	изертлеўшиси	NOUN
73	11	джеффри	NOUN
73	12	xинтонді	NOUN
73	13	жумісқа	NOUN
73	14	алді	VERB
73	15	һáм	DET
73	16	xинтон	NOUN
73	17	басқарған	VERB
73	18	дннресеарч	NOUN
73	19	инc.	NOUN
73	20	компанийасін	NOUN
73	21	сатіп	VERB
73	22	алді	AUX
73	23	.	PUNCT
74	0	қуйаш	NOUN
74	1	нурінан	NOUN
74	2	пайда	X
74	3	болған	VERB
74	4	айқулақлар	NOUN
74	5	бáрқулла	ADV
74	6	аспаннің	NOUN
74	7	қуйашқа	NOUN
74	8	туўрі	NOUN
74	9	қарама	ADJ
74	10	-қарсі	NOUN
74	11	бөлиминде	NOUN
74	12	пайда	X
74	13	боладі	VERB
74	14	.	PUNCT
75	0	2016	NUM
75	1	-	PUNCT
75	2	жілі	NOUN
75	3	топтің	NOUN
75	4	""""	PUNCT
75	5	аніқ	NOUN
75	6	""""	PUNCT
75	7	қозғаліўі	VERB
75	8	керек	ADJ
75	9	екени	AUX
75	10	көрсетип	VERB
75	11	өтилди	AUX
75	12	.	PUNCT
76	0	2017	NUM
76	1	-	PUNCT
76	2	жіл	NOUN
76	3	ийул	NOUN
76	4	айінда	NOUN
76	5	1	NUM
76	6	миллиард	NUM
76	7	иос	NOUN
76	8	һáм	ADJ
76	9	андроид	NOUN
76	10	қурілмаларіна	NOUN
76	11	тáсир	ADJ
76	12	ететуғін	VERB
76	13	критикаліқ	ADJ
76	14	ўи-фи	NOUN
76	15	қáўипсизлик	NOUN
76	16	кемшилиги	NOUN
76	17	һаққінда	NOUN
76	18	информаcийа	NOUN
76	19	жáрийаланді	VERB
76	20	.	PUNCT
76	21	""""	PUNCT
76	22	броадпўн	NOUN
76	23	""""	PUNCT
76	24	деп	VERB
76	25	аталған	VERB
76	26	бул	NOUN
76	27	мáселе	NOUN
76	28	һүжимшиге	NOUN
76	29	жақін	NOUN
76	30	арадағі	NOUN
76	31	һáлсиз	NOUN
76	32	қурілмаларді	NOUN
76	33	араліқтан	NOUN
76	34	басқаріўға	VERB
76	35	һáм	NOUN
76	36	тáсирленген	VERB
76	37	қурілмаларді	NOUN
76	38	""""	PUNCT
76	39	жалған	ADJ
76	40	кириў	VERB
76	41	ноқатларіна	NOUN
76	42	""""	PUNCT
76	43	айландіріўға	NOUN
76	44	имканийат	NOUN
76	45	береди	VERB
76	46	,	PUNCT
76	47	бул	NOUN
76	48	болса	ADV
76	49	инфекcийанің	NOUN
76	50	басқа	ADJ
76	51	жақін	ADJ
76	52	араліқтағі	ADJ
76	53	қурілмаларға	NOUN
76	54	жáне	ADJ
76	55	де	ADV
76	56	тарқаліўіна	NOUN
76	57	аліп	VERB
76	58	келеди	AUX
76	59	[116	NUM
76	60	]	PUNCT
76	61	.	PUNCT
77	0	интерферен	NOUN
77	1	cийа	NOUN
77	2	умітіўға	PRON
77	3	аліп	VERB
77	4	келиўи	VERB
77	5	мүмкин	ADJ
77	6	болса	AUX
77	7	да	ADV
77	8	,	PUNCT
77	9	ески	ADJ
77	10	информаcийанің	CCONJ
77	11	жаңа	ADJ
77	12	информаcийані	NOUN
77	13	үйрениўге	VERB
77	14	жáрдем	NOUN
77	15	бере	VERB
77	16	алатуғін	AUX
77	17	жағдайлар	NOUN
77	18	бар	ADJ
77	19	екенин	AUX
77	20	есте	X
77	21	тутіў	VERB
77	22	áһмийетли	ADJ
77	23	.	PUNCT
78	0	місалі	NOUN
78	1	:	PUNCT
79	0	2013	NUM
79	1	-	PUNCT
79	2	жіл	NOUN
79	3	нойабрде	NOUN
79	4	енгизилген	VERB
79	5	өзгешелик	NOUN
79	6	системаға	NOUN
79	7	кирген	VERB
79	8	пайдаланіўшіларға	NOUN
79	9	излеў	NOUN
79	10	нáтийжелерин	NOUN
79	11	""""	PUNCT
79	12	гоогле	NOUN
79	13	счолар	NOUN
79	14	китапxанасіна	NOUN
79	15	""""	PUNCT
79	16	,	PUNCT
79	17	йағній	NOUN
79	18	пайдаланіўші	ADJ
79	19	өз	DET
79	20	бетинше	NOUN
79	21	излей	VERB
79	22	алатуғін	VERB
79	23	һáм	ADJ
79	24	теглер	NOUN
79	25	бойінша	CCONJ
79	26	шөлкемлестире	VERB
79	27	алатуғін	VERB
79	28	жеке	ADJ
79	29	коллекcийаға	NOUN
79	30	сақлаўға	VERB
79	31	имканийат	NOUN
79	32	береди	VERB
79	33	.	PUNCT
79	34	""""	PUNCT
79	35	метрикалар	NOUN
79	36	""""	PUNCT
79	37	түймеси	NOUN
79	38	арқалі	PUNCT
79	39	ол	PRON
79	40	қізіқтірған	VERB
79	41	тараўдағі	NOUN
79	42	ең	ADV
79	43	жақсі	ADJ
79	44	журналларді	NOUN
79	45	көрсетеди	VERB
79	46	,	PUNCT
79	47	һáм	ADJ
79	48	усі	ADJ
79	49	журналлардің	NOUN
79	50	тáсирин	ADJ
79	51	пайда	X
79	52	ететуғін	VERB
79	53	мақалаларға	NOUN
79	54	да	ADV
79	55	кириўге	VERB
79	56	боладі	AUX
79	57	.	PUNCT
80	0	пайдаланіўші	ADJ
80	1	сораўді	NOUN
80	2	терип	VERB
80	3	жазаді	VERB
80	4	һáм	NOUN
80	5	жуўапті	NOUN
80	6	күтеди	VERB
80	7	.	PUNCT
81	0	мессидиң	NOUN
81	1	команда	NOUN
81	2	һүжиминдеги	ADJ
81	3	уліўма	NOUN
81	4	үлеси	NOUN
81	5	айтарліқтай	ADV
81	6	артқан	VERB
81	7	еди	AUX
81	8	.	PUNCT
82	0	айірім	NOUN
82	1	фундаментал	NOUN
82	2	һáм	NOUN
82	3	ишки	ADJ
82	4	тил	NOUN
82	5	өзгешеликлериниң	ADJ
82	6	өзгермейтуғін	ADJ
82	7	боліўі	AUX
82	8	мақул	NOUN
82	9	болса	AUX
82	10	да	ADV
82	11	,	PUNCT
82	12	система	NOUN
82	13	тек	CCONJ
82	14	ғана	ADV
82	15	сол	DET
82	16	тил	NOUN
82	17	өзгешеликлерине	NOUN
82	18	сүйенбеўи	VERB
82	19	керек	ADJ
82	20	.	PUNCT
83	0	ол	PRON
83	1	еки	DET
83	2	уріні	NOUN
83	3	үйге	NOUN
83	4	алдап	VERB
83	5	áкелип	VERB
83	6	,	PUNCT
83	7	олар	PRON
83	8	онің	PRON
83	9	дузақларіна	NOUN
83	10	түсип	VERB
83	11	,	PUNCT
83	12	көп	DET
83	13	жарақат	NOUN
83	14	аладі	VERB
83	15	.	PUNCT
84	0	сáйкес	ADJ
84	1	қáўипсизлик	NOUN
84	2	басқаріў	NOUN
84	3	илажларін	NOUN
84	4	таңлаў	VERB
84	5	һáм	NOUN
84	6	áмелге	NOUN
84	7	асіріў	VERB
84	8	дáслеп	ADP
84	9	шөлкемге	NOUN
84	10	қáўипти	VERB
84	11	қабіл	X
84	12	етиўге	VERB
84	13	болатуғін	PUNCT
84	14	дáрежеге	NOUN
84	15	шекем	VERB
84	16	төменлетиўге	VERB
84	17	жáрдем	NOUN
84	18	береди	VERB
84	19	.	PUNCT
85	0	интерфейс	NOUN
86	0	онің	PRON
86	1	сзе	ADJ
86	2	тай	NOUN
86	3	атлі	NOUN
86	4	қітайлі	ADJ
86	5	тоқалі	NOUN
86	6	болған	AUX
86	7	,	PUNCT
86	8	олардан	PRON
86	9	алті	ADJ
86	10	бала	NOUN
86	11	,	PUNCT
86	12	сонің	PRON
86	13	ишинде	NOUN
86	14	xо	ADJ
86	15	ком	NOUN
86	16	тонг	NOUN
86	17	туўілған	VERB
86	18	.	PUNCT
87	0	1966	NUM
87	1	-	PUNCT
87	2	жілдің	NUM
87	3	нойабр	NOUN
87	4	айінда	NOUN
87	5	джек	NOUN
87	6	жасінің	NOUN
87	7	үлкейиўине	NOUN
87	8	һáм	NOUN
87	9	дáўирдиң	NOUN
87	10	өзгериўине	NOUN
87	11	бойсініп	VERB
87	12	[138]	NOUN
87	13	,	PUNCT
87	14	студийа	NOUN
87	15	һáм	NOUN
87	16	музіка	NOUN
87	17	бизнесин	NOUN
87	18	басқаріўді	VERB
87	19	канадалі	NOUN
87	20	инвесторлар	NOUN
87	21	елиот	PROPN
87	22	һáм	NOUN
87	23	кеннет	NOUN
87	24	xайман	NOUN
87	25	басқарған	VERB
87	26	севен	PROPN
87	27	артс	NOUN
87	28	продуcтионс	NOUN
87	29	компанийасіна	NOUN
87	30	32	NUM
87	31	миллион	NUM
87	32	долларға	NOUN
87	33	сатті	VERB
87	34	[139]	AUX
87	35	.	PUNCT
88	0	козардің	NOUN
88	1	тийкарғі	ADJ
88	2	мáўсимдеги	NOUN
88	3	услап	NOUN
88	4	алініўі	VERB
88	5	болмаған	VERB
88	6	пас	NOUN
88	7	бериў	VERB
88	8	серийасі	NOUN
88	9	1991	NUM
88	10	-жіл	NOUN
88	11	10	NUM
88	12	-нойабрде	NOUN
88	13	филаделфийа	PROPN
88	14	иглзге	NOUN
88	15	қарсі	ADJ
88	16	ойінда	NOUN
88	17	жуўмақланді	VERB
88	18	.	PUNCT
89	0	бул	NOUN
89	1	тенденcийа	NOUN
89	2	кең	ADJ
89	3	көлемли	ADJ
89	4	индустрийа	NOUN
89	5	һáрекетиниң	ADJ
89	6	функcионал	NOUN
89	7	программаластіріў	VERB
89	8	һáм	NOUN
89	9	модулли	NOUN
89	10	дизайнға	NOUN
89	11	қарай	ADP
89	12	бағдарланіўі	NOUN
89	13	менен	NOUN
89	14	сáйкес	VERB
89	15	келеди	VERB
89	16	.	PUNCT
90	0	еки	DET
90	1	көзқарасті	NOUN
90	2	да	ADV
90	3	өз	DET
90	4	ишине	NOUN
90	5	алатуғін	VERB
90	6	аніқламаларді	NOUN
90	7	да	ADV
90	8	қарап	VERB
90	9	шіғіў	VERB
90	10	мүмкин	ADJ
90	11	.	PUNCT
91	0	фамоус	NOUN
91	1	мусиc	NOUN
91	2	-	PUNCT
91	3	компанийанің	NOUN
91	4	даңқлі	ADJ
91	5	музіка	NOUN
91	6	баспа	NOUN
91	7	бөлими	NOUN
91	8	дерлик	NOUN
91	9	еки	SYM
91	10	есе	NOUN
91	11	үлкейди	ADP
91	12	һáм	NOUN
91	13	пинк	NOUN
91	14	,	PUNCT
91	15	буш	NOUN
91	16	һáм	NOUN
91	17	греен	NOUN
91	18	дай	NOUN
91	19	сійақлі	NOUN
91	20	артистлерди	NOUN
91	21	,	PUNCT
91	22	сондай-ақ	SCONJ
91	23	дуке	NOUN
91	24	еллингтон	NOUN
91	25	һáм	NOUN
91	26	һенрй	NOUN
91	27	манcини	NOUN
91	28	сійақлі	NOUN
91	29	сүйикли	ADJ
91	30	каталог	NOUN
91	31	жулдізларін	NOUN
91	32	раўажландірді	VERB
91	33	.	PUNCT
92	0	функcийа	NOUN
92	1	блок	NOUN
92	2	диаграммасі	NOUN
93	0	футболда	NOUN
93	1	дриблинг	NOUN
93	2	-	PUNCT
93	3	бул	NOUN
93	4	ең	ADV
93	5	қійін	ADJ
93	6	топ	NOUN
93	7	усілларінің	NOUN
93	8	бири	ADJ
93	9	һáм	NOUN
93	10	ең	ADV
93	11	пайдалі	ADJ
93	12	һүжим	NOUN
93	13	һáрекетлериниң	NOUN
93	14	бири	ADJ
93	15	.	PUNCT
94	0	2014	NUM
94	1	-	PUNCT
94	2	жілдің	NOUN
94	3	сентйабр	NOUN
94	4	айінда	NOUN
94	5	ол	PRON
94	6	өзиниң	PRON
94	7	баспа	NOUN
94	8	басілімін	NOUN
94	9	тоқтатті	VERB
94	10	һáм	ADJ
94	11	онің	PROPN
94	12	орніна	NOUN
94	13	өзиниң	PROPN
94	14	веб-сайтіна	NOUN
94	15	һáм	ADJ
94	16	йоутубе	NOUN
94	17	көрсетиўлерине	NOUN
94	18	итибар	NOUN
94	19	қаратті	VERB
94	20	.	PUNCT
95	0	соңғі	ADV
95	1	қатлам	NOUN
95	2	м0	NUM
95	3	-	PUNCT
95	4	қатламі	NOUN
95	5	йамаса	ADJ
95	6	мағліўмат	NOUN
95	7	қатламі	ADJ
95	8	.	PUNCT
96	0	зійанлі	ADJ
96	1	программаліқ	ADJ
96	2	тáмийнат	NOUN
96	3	-	PUNCT
96	4	бул	DET
96	5	интернет	NOUN
96	6	арқалі	NOUN
96	7	қолланілатуғін	VERB
96	8	һáм	NOUN
96	9	тарқалатуғін	VERB
96	10	зійанлі	ADJ
96	11	программаліқ	ADJ
96	12	тáмийнат	NOUN
96	13	.	PUNCT
97	0	арпанет	NOUN
97	1	арқалі	ADJ
97	2	интернет	NOUN
97	3	бойінша	NOUN
97	4	жиберилген	VERB
97	5	биринши	ADJ
97	6	xабарға	NOUN
97	7	арналған	VERB
97	8	имп	NOUN
97	9	журналі	NOUN
97	10	.	PUNCT
98	0	негизинде	NOUN
98	1	,	PUNCT
98	2	һáрбир	NOUN
98	3	ең	ADV
98	4	кишкене	NOUN
98	5	елементтен	NOUN
98	6	һáрбир	ADJ
98	7	талап	ADP
98	8	һáм	NOUN
98	9	сінаққа	NOUN
98	10	да	ADV
98	11	сáйкеслестириў	NOUN
98	12	бар	ADJ
98	13	боліўі	AUX
98	14	керек	ADJ
98	15	.	PUNCT
99	0	онің	PRON
99	1	анасі	NOUN
99	2	һáм	ADJ
99	3	екинши	NOUN
99	4	ағасі	NOUN
99	5	матиас	NOUN
99	6	онің	PRON
99	7	қайірқомліқ	ADJ
99	8	шөлкеми	NOUN
99	9	,	PUNCT
99	10	лео	NOUN
99	11	месси	NOUN
99	12	фондін	NOUN
99	13	басқараді	VERB
99	14	һáм	DET
99	15	росариодағі	NOUN
99	16	жеке	ADJ
99	17	һáм	ADJ
99	18	кáсиплик	ADJ
99	19	мáселелерге	NOUN
99	20	қарайді	VERB
99	21	.	PUNCT
100	0	толіқ	ADJ
100	1	қорғаўші	NOUN
101	0	2018	NUM
101	1	-	PUNCT
101	2	жілдан	NOUN
101	3	баслап	ADP
101	4	калкин	NOUN
101	5	ред	NOUN
101	6	леттер	NOUN
101	7	медиа	NOUN
101	8	нің	NOUN
101	9	жийи	ADJ
101	10	миймані	NOUN
101	11	боліп	AUX
101	12	,	PUNCT
101	13	олардің	PRON
101	14	бест	ADJ
101	15	оф	NOUN
101	16	тһе	NOUN
101	17	ўорст	NOUN
101	18	,	PUNCT
101	19	ре:виеў	PRON
101	20	һáм	NOUN
101	21	һалф	NOUN
101	22	ин	CCONJ
101	23	тһе	PUNCT
101	24	баг	NOUN
101	25	веб-серийалларінің	NOUN
101	26	бир	NUM
101	27	неше	NUM
101	28	бөлиминде	NOUN
101	29	,	PUNCT
101	30	сондай-ақ	CCONJ
101	31	ангрй	NOUN
101	32	видео	NOUN
101	33	гаме	NOUN
101	34	нерд	PROPN
101	35	те	CCONJ
101	36	өзиниң	PROPN
101	37	пародийасі	NOUN
101	38	сіпатінда	NOUN
101	39	пайда	X
101	40	болді	VERB
101	41	.	PUNCT
102	0	баскетбол	NOUN
103	0	көплеген	VERB
103	1	басқа	ADJ
103	2	портатив	NOUN
103	3	аудио	NOUN
103	4	плейерлерден	NOUN
103	5	айірмашіліғі	NOUN
103	6	,	PUNCT
103	7	үшинши	ADJ
103	8	áўлад	NOUN
103	9	ипод	NOUN
103	10	шуффледің	ADJ
103	11	басқаріўларі	NOUN
103	12	комплектке	NOUN
103	13	киретуғін	ADJ
103	14	наушниклерде	NOUN
103	15	жайласқан	VERB
103	16	.	PUNCT
104	0	рома	NOUN
104	1	соққі	NOUN
104	2	бериўшиси	VERB
104	3	франческо	NOUN
104	4	тотти	NOUN
104	5	көбинесе	NOUN
104	6	рим	NOUN
104	7	дербисинде	NOUN
104	8	лаcиоға	NOUN
104	9	қарсі	ADJ
104	10	голларін	NOUN
104	11	усілай	ADJ
104	12	байрамлап	VERB
104	13	,	PUNCT
104	14	бир	NUM
104	15	рет	NOUN
104	16	есте	ADV
104	17	қаларлі	ADJ
104	18	түрде	NOUN
104	19	""""	PUNCT
104	20	мен	PRON
104	21	сизлерди	NOUN
104	22	жáне	VERB
104	23	алдадім	VERB
104	24	!	PUNCT
104	25	""""	PUNCT
104	26	деген	VERB
104	27	сөздиң	NOUN
104	28	италйан	NOUN
104	29	тилиндегиси	NOUN
104	30	жазілған	VERB
104	31	футболкані	NOUN
104	32	көрсеткен	VERB
104	33	еди	AUX
104	34	.	PUNCT
105	0	2019	NUM
105	1	-	PUNCT
105	2	жілі	ADJ
105	3	6	NUM
105	4	-	PUNCT
105	5	августта	NOUN
105	6	дисней	NOUN
105	7	компанийасінің	NOUN
105	8	бас	NOUN
105	9	директорі	NOUN
105	10	боб	ADJ
105	11	айгер	NOUN
105	12	""""	PUNCT
105	13	үйде	NOUN
105	14	жалғіз	ADJ
105	15	""""	PUNCT
105	16	франшизасінің	NOUN
105	17	жаңа	ADJ
105	18	филми	NOUN
105	19	,	PUNCT
105	20	áпиўайі	NOUN
105	21	""""	PUNCT
105	22	үйде	NOUN
