sent_id	word_seq	original_word	cyrillic_word	pos
79	3	ózgeshelik	нойабрде	NOUN
79	4	sistemaǵa	енгизилген	VERB
79	5	kirgen	өзгешелик	NOUN
79	6	paydalanıwshılarǵa	системаға	NOUN
79	7	izlew	кирген	VERB
79	8	nátiyjelerin	пайдаланіўшіларға	NOUN
79	9	"""Google"	излеў	PUNCT
79	10	Scholar	нáтийжелерин	NOUN
79	11	"kitapxanasına"","	""""	PUNCT
79	12	yaǵnıy	гоогле	NOUN
79	13	paydalanıwshı	счолар	NOUN
79	14	óz	китапxанасіна	NOUN
79	15	betinshe	""""	PUNCT
79	16	izley	,	PUNCT
79	17	alatuǵın	йағній	NOUN
79	18	hám	пайдаланіўші	CCONJ
79	19	tegler	өз	DET
79	20	boyınsha	бетинше	NOUN
79	21	shólkemlestire	излей	VERB
79	22	alatuǵın	алатуғін	VERB
79	23	jeke	һáм	ADJ
79	24	kollekciyaǵa	теглер	NOUN
79	25	saqlawǵa	бойінша	CCONJ
79	26	imkaniyat	шөлкемлестире	VERB
79	27	beredi.	алатуғін	PUNCT
79	28	"""Metrikalar"""	жеке	PUNCT
79	29	túymesi	коллекcийаға	NOUN
79	30	arqalı	сақлаўға	ADJ
79	31	ol	имканийат	NOUN
79	32	qızıqtırǵan	береди	VERB
79	33	tarawdaǵı	.	PUNCT
79	34	eń	""""	PUNCT
79	35	jaqsı	метрикалар	NOUN
79	36	jurnallardı	""""	PUNCT
79	37	kórsetedi,	түймеси	PUNCT
79	38	hám	арқалі	CCONJ
79	39	usı	ол	PRON
79	40	jurnallardıń	қізіқтірған	VERB
79	41	tásirin	тараўдағі	NOUN
79	42	payda	ең	ADV
79	43	etetuǵın	жақсі	ADJ
79	44	maqalalarǵa	журналларді	NOUN
79	45	da	көрсетеди	VERB
79	46	kiriwge	,	PUNCT
79	47	boladı.	һáм	PUNCT
79	48	усі	усі	ADJ
79	49	журналлардің	журналлардің	NOUN
79	50	тáсирин	тáсирин	ADJ
79	51	пайда	пайда	X
79	52	ететуғін	ететуғін	VERB
79	53	мақалаларға	мақалаларға	NOUN
79	54	да	да	ADV
79	55	кириўге	кириўге	VERB
79	56	боладі	боладі	AUX
79	57	.	.	PUNCT
80	0	Paydalanıwshı	пайдаланіўші	ADJ
80	1	sorawdı	сораўді	NOUN
80	2	terip	терип	VERB
80	3	jazadı	жазаді	VERB
80	4	hám	һáм	CCONJ
80	5	juwaptı	жуўапті	NOUN
80	6	kútedi.	күтеди	PUNCT
80	7	.	.	PUNCT
81	0	Messidiń	мессидиң	NOUN
81	1	komanda	команда	NOUN
81	2	hújimindegi	һүжиминдеги	ADJ
81	3	ulıwma	уліўма	NOUN
81	4	úlesi	үлеси	NOUN
81	5	aytarlıqtay	айтарліқтай	ADV
81	6	artqan	артқан	VERB
81	7	edi.	еди	PUNCT
81	8	.	.	PUNCT
82	0	Ayırım	айірім	NOUN
82	1	fundamental	фундаментал	NOUN
82	2	hám	һáм	CCONJ
82	3	ishki	ишки	ADJ
82	4	til	тил	NOUN
82	5	ózgeshelikleriniń	өзгешеликлериниң	ADJ
82	6	ózgermeytuǵın	өзгермейтуғін	ADJ
82	7	bolıwı	боліўі	VERB
82	8	maqul	мақул	NOUN
82	9	bolsa	болса	AUX
82	10	da,	да	PUNCT
82	11	sistema	,	PUNCT
82	12	tek	система	NOUN
82	13	ǵana	тек	CCONJ
82	14	sol	ғана	ADV
82	15	til	сол	DET
82	16	ózgesheliklerine	тил	NOUN
82	17	súyenbewi	өзгешеликлерине	NOUN
82	18	kerek.	сүйенбеўи	PUNCT
82	19	керек	керек	ADJ
82	20	.	.	PUNCT
83	0	Ol	ол	PRON
83	1	eki	еки	DET
83	2	urını	уріні	NOUN
83	3	úyge	үйге	NOUN
83	4	aldap	алдап	VERB
83	5	ákelip,	áкелип	PUNCT
83	6	olar	,	PUNCT
83	7	onıń	олар	PRON
83	8	duzaqlarına	онің	PRON
83	9	túsip,	дузақларіна	PUNCT
83	10	kóp	түсип	VERB
83	11	jaraqat	,	PUNCT
83	12	aladı.	көп	PUNCT
83	13	жарақат	жарақат	NOUN
83	14	аладі	аладі	VERB
83	15	.	.	PUNCT
84	0	Sáykes	сáйкес	ADJ
84	1	qáwipsizlik	қáўипсизлик	NOUN
84	2	basqarıw	басқаріў	NOUN
84	3	ilajların	илажларін	NOUN
84	4	tańlaw	таңлаў	VERB
84	5	hám	һáм	CCONJ
84	6	ámelge	áмелге	NOUN
84	7	asırıw	асіріў	VERB
84	8	dáslep	дáслеп	ADP
84	9	shólkemge	шөлкемге	NOUN
84	10	qáwipti	қáўипти	VERB
84	11	qabıl	қабіл	X
84	12	etiwge	етиўге	VERB
84	13	bolatuǵın	болатуғін	PUNCT
84	14	dárejege	дáрежеге	NOUN
84	15	shekem	шекем	VERB
84	16	tómenletiwge	төменлетиўге	VERB
84	17	járdem	жáрдем	NOUN
84	18	beredi.	береди	PUNCT
84	19	.	.	PUNCT
85	0	Interfeys	интерфейс	NOUN
86	0	Onıń	онің	PRON
86	1	Sze	сзе	ADJ
86	2	Tay	тай	NOUN
86	3	atlı	атлі	ADJ
86	4	qıtaylı	қітайлі	ADJ
86	5	toqalı	тоқалі	ADJ
86	6	bolǵan,	болған	PUNCT
86	7	olardan	,	PUNCT
86	8	altı	олардан	PRON
86	9	bala,	алті	PUNCT
86	10	sonıń	бала	NOUN
86	11	ishinde	,	PUNCT
86	12	Xo	сонің	PRON
86	13	Kom	ишинде	NOUN
86	14	Tong	xо	ADJ
86	15	tuwılǵan.	ком	PUNCT
86	16	тонг	тонг	NOUN
86	17	туўілған	туўілған	VERB
86	18	.	.	PUNCT
87	0	1966-jıldıń	1966	PUNCT
87	1	noyabr	-	PUNCT
87	2	ayında	жілдің	NUM
87	3	Djek	нойабр	NOUN
87	4	jasınıń	айінда	NOUN
87	5	úlkeyiwine	джек	NOUN
87	6	hám	жасінің	CCONJ
87	7	dáwirdiń	үлкейиўине	NOUN
87	8	ózgeriwine	һáм	NOUN
87	9	boysınıp[138],	дáўирдиң	PUNCT
87	10	studiya	өзгериўине	NOUN
87	11	hám	бойсініп	CCONJ
87	12	muzıka	[138]	NOUN
87	13	biznesin	,	PUNCT
87	14	basqarıwdı	студийа	NOUN
87	15	kanadalı	һáм	ADJ
87	16	investorlar	музіка	NOUN
87	17	Eliot	бизнесин	NOUN
87	18	hám	басқаріўді	CCONJ
87	19	Kennet	канадалі	NOUN
87	20	Xayman	инвесторлар	NOUN
87	21	basqarǵan	елиот	PROPN
87	22	Seven	һáм	NOUN
87	23	Arts	кеннет	NOUN
87	24	Productions	xайман	NOUN
87	25	kompaniyasına	басқарған	VERB
87	26	32	севен	PROPN
87	27	million	артс	NOUN
87	28	dollarǵa	продуcтионс	NOUN
87	29	sattı[139].	компанийасіна	PUNCT
87	30	32	32	NUM
87	31	миллион	миллион	NUM
87	32	долларға	долларға	NOUN
87	33	сатті	сатті	VERB
87	34	[139]	[139]	PUNCT
87	35	.	.	PUNCT
88	0	Kozardıń	козардің	NOUN
88	1	tiykarǵı	тийкарғі	ADJ
88	2	máwsimdegi	мáўсимдеги	NOUN
88	3	uslap	услап	NOUN
88	4	alınıwı	алініўі	VERB
88	5	bolmaǵan	болмаған	VERB
88	6	pas	пас	NOUN
88	7	beriw	бериў	VERB
88	8	seriyası	серийасі	NOUN
88	9	1991-jıl	1991	PUNCT
88	10	10-noyabrde	-жіл	PUNCT
88	11	Filadelfiya	10	NUM
88	12	Iglzge	-нойабрде	NOUN
88	13	qarsı	филаделфийа	PROPN
88	14	oyında	иглзге	NOUN
88	15	juwmaqlandı.	қарсі	PUNCT
88	16	ойінда	ойінда	NOUN
88	17	жуўмақланді	жуўмақланді	VERB
88	18	.	.	PUNCT
89	0	Bul	бул	PRON
89	1	tendenciya	тенденcийа	NOUN
89	2	keń	кең	ADJ
89	3	kólemli	көлемли	ADJ
89	4	industriya	индустрийа	NOUN
89	5	háreketiniń	һáрекетиниң	ADJ
89	6	funkcional	функcионал	NOUN
89	7	programmalastırıw	программаластіріў	VERB
89	8	hám	һáм	CCONJ
89	9	modulli	модулли	ADJ
89	10	dizaynǵa	дизайнға	NOUN
89	11	qaray	қарай	ADP
89	12	baǵdarlanıwı	бағдарланіўі	NOUN
89	13	menen	менен	NOUN
89	14	sáykes	сáйкес	VERB
89	15	keledi.	келеди	PUNCT
89	16	.	.	PUNCT
90	0	Eki	еки	DET
90	1	kózqarastı	көзқарасті	NOUN
90	2	da	да	ADV
90	3	óz	өз	DET
90	4	ishine	ишине	NOUN
90	5	alatuǵın	алатуғін	VERB
90	6	anıqlamalardı	аніқламаларді	NOUN
90	7	da	да	ADV
90	8	qarap	қарап	VERB
90	9	shıǵıw	шіғіў	VERB
90	10	múmkin.	мүмкин	PUNCT
90	11	.	.	PUNCT
91	0	Famous	фамоус	NOUN
91	1	Music	мусиc	NOUN
91	2	-	-	PUNCT
91	3	kompaniyanıń	компанийанің	NOUN
91	4	dańqlı	даңқлі	ADJ
91	5	muzıka	музіка	NOUN
91	6	baspa	баспа	NOUN
91	7	bólimi	бөлими	NOUN
91	8	derlik	дерлик	NOUN
91	9	eki	еки	SYM
91	10	ese	есе	NOUN
91	11	úlkeydi	үлкейди	ADP
91	12	hám	һáм	CCONJ
91	13	Pink,	пинк	PUNCT
91	14	Bush	,	PUNCT
91	15	hám	буш	CCONJ
91	16	Green	һáм	NOUN
91	17	Day	греен	NOUN
91	18	sıyaqlı	дай	ADJ
91	19	artistlerdi,	сійақлі	PUNCT
91	20	sonday-aq	артистлерди	PUNCT
91	21	Duke	,	PUNCT
91	22	Ellington	сондай-ақ	SCONJ
91	23	hám	дуке	CCONJ
91	24	Henry	еллингтон	NOUN
91	25	Mancini	һáм	NOUN
91	26	sıyaqlı	һенрй	ADJ
91	27	súyikli	манcини	ADJ
91	28	katalog	сійақлі	NOUN
91	29	juldızların	сүйикли	ADJ
91	30	rawajlandırdı.	каталог	PUNCT
91	31	жулдізларін	жулдізларін	NOUN
91	32	раўажландірді	раўажландірді	VERB
91	33	.	.	PUNCT
92	0	Funkciya	функcийа	NOUN
92	1	blok	блок	NOUN
92	2	diagramması	диаграммасі	NOUN
93	0	Futbolda	футболда	NOUN
93	1	dribling	дриблинг	NOUN
93	2	-	-	PUNCT
93	3	bul	бул	PRON
93	4	eń	ең	ADV
93	5	qıyın	қійін	ADJ
93	6	top	топ	NOUN
93	7	usıllarınıń	усілларінің	NOUN
93	8	biri	бири	ADJ
93	9	hám	һáм	CCONJ
93	10	eń	ең	ADV
93	11	paydalı	пайдалі	ADJ
93	12	hújim	һүжим	NOUN
93	13	háreketleriniń	һáрекетлериниң	NOUN
93	14	biri.	бири	PUNCT
93	15	.	.	PUNCT
94	0	2014-jıldıń	2014	PUNCT
94	1	sentyabr	-	PUNCT
94	2	ayında	жілдің	NOUN
94	3	ol	сентйабр	NOUN
94	4	óziniń	айінда	NOUN
94	5	baspa	ол	PRON
94	6	basılımın	өзиниң	PRON
94	7	toqtattı	баспа	NOUN
94	8	hám	басілімін	CCONJ
94	9	onıń	тоқтатті	VERB
94	10	ornına	һáм	ADJ
94	11	óziniń	онің	PROPN
94	12	veb-saytına	орніна	PUNCT
94	13	hám	өзиниң	CCONJ
94	14	YouTube	веб-сайтіна	NOUN
94	15	kórsetiwlerine	һáм	ADJ
94	16	itibar	йоутубе	NOUN
94	17	qarattı.	көрсетиўлерине	PUNCT
94	18	итибар	итибар	NOUN
94	19	қаратті	қаратті	VERB
94	20	.	.	PUNCT
95	0	Sońǵı	соңғі	ADV
95	1	qatlam	қатлам	NOUN
95	2	M0-qatlamı	м0	PUNCT
95	3	yamasa	-	PUNCT
95	4	maǵlıwmat	қатламі	NOUN
95	5	qatlamı.	йамаса	PUNCT
95	6	мағліўмат	мағліўмат	NOUN
95	7	қатламі	қатламі	ADJ
95	8	.	.	PUNCT
96	0	Zıyanlı	зійанлі	ADJ
96	1	programmalıq	программаліқ	ADJ
96	2	támiynat	тáмийнат	NOUN
96	3	-	-	PUNCT
96	4	bul	бул	PRON
96	5	Internet	интернет	NOUN
96	6	arqalı	арқалі	ADJ
96	7	qollanılatuǵın	қолланілатуғін	VERB
96	8	hám	һáм	CCONJ
96	9	tarqalatuǵın	тарқалатуғін	VERB
96	10	zıyanlı	зійанлі	ADJ
96	11	programmalıq	программаліқ	ADJ
96	12	támiynat.	тáмийнат	PUNCT
96	13	.	.	PUNCT
97	0	ARPANET	арпанет	NOUN
97	1	arqalı	арқалі	ADJ
97	2	internet	интернет	NOUN
97	3	boyınsha	бойінша	NOUN
97	4	jiberilgen	жиберилген	VERB
97	5	birinshi	биринши	ADJ
97	6	xabarǵa	xабарға	NOUN
97	7	arnalǵan	арналған	VERB
97	8	IMP	имп	NOUN
97	9	jurnalı.	журналі	PUNCT
97	10	.	.	PUNCT
98	0	Negizinde,	негизинде	PUNCT
98	1	hárbir	,	PUNCT
98	2	eń	һáрбир	NOUN
98	3	kishkene	ең	ADV
98	4	elementten	кишкене	NOUN
98	5	hárbir	елементтен	NOUN
98	6	talap	һáрбир	ADJ
98	7	hám	талап	CCONJ
98	8	sınaqqa	һáм	NOUN
98	9	da	сінаққа	NOUN
98	10	sáykeslestiriw	да	ADV
98	11	bar	сáйкеслестириў	NOUN
98	12	bolıwı	бар	VERB
98	13	kerek.	боліўі	PUNCT
98	14	керек	керек	ADJ
98	15	.	.	PUNCT
99	0	Onıń	онің	PRON
99	1	anası	анасі	NOUN
99	2	hám	һáм	CCONJ
99	3	ekinshi	екинши	NOUN
99	4	aǵası	ағасі	NOUN
99	5	Matias	матиас	NOUN
99	6	onıń	онің	PRON
99	7	qayırqomlıq	қайірқомліқ	ADJ
99	8	shólkemi,	шөлкеми	PUNCT
99	9	Leo	,	PUNCT
99	10	Messi	лео	NOUN
99	11	Fondın	месси	NOUN
99	12	basqaradı	фондін	NOUN
99	13	hám	басқараді	CCONJ
99	14	Rosariodaǵı	һáм	DET
99	15	jeke	росариодағі	NOUN
99	16	hám	жеке	CCONJ
99	17	kásiplik	һáм	ADJ
99	18	máselelerge	кáсиплик	ADJ
99	19	qaraydı.	мáселелерге	PUNCT
99	20	қарайді	қарайді	VERB
99	21	.	.	PUNCT
100	0	Tolıq	толіқ	ADJ
100	1	qorǵawshı	қорғаўші	NOUN
101	0	2018-jıldan	2018	PUNCT
101	1	baslap	-	PUNCT
101	2	Kalkin	жілдан	NOUN
101	3	Red	баслап	ADP
101	4	Letter	калкин	NOUN
101	5	Media	ред	NOUN
101	6	nıń	леттер	NOUN
101	7	jiyi	медиа	NOUN
101	8	miymanı	нің	NOUN
101	9	bolıp,	жийи	PUNCT
101	10	olardıń	миймані	NOUN
101	11	Best	боліп	AUX
101	12	of	,	PUNCT
101	13	the	олардің	PRON
101	14	Worst,	бест	PUNCT
101	15	re:View	оф	PUNCT
101	16	hám	тһе	CCONJ
101	17	Half	ўорст	NOUN
101	18	in	,	PUNCT
101	19	the	ре:виеў	PRON
101	20	Bag	һáм	NOUN
101	21	veb-seriyallarınıń	һалф	PUNCT
101	22	bir	ин	NUM
101	23	neshe	тһе	PUNCT
101	24	bóliminde,	баг	PUNCT
101	25	sonday-aq	веб-серийалларінің	PUNCT
101	26	Angry	бир	NUM
101	27	Video	неше	NUM
101	28	Game	бөлиминде	NOUN
101	29	Nerd	,	PUNCT
101	30	te	сондай-ақ	CCONJ
101	31	óziniń	ангрй	NOUN
101	32	parodiyası	видео	NOUN
101	33	sıpatında	гаме	NOUN
101	34	payda	нерд	PROPN
101	35	boldı.	те	PUNCT
101	36	өзиниң	өзиниң	PROPN
101	37	пародийасі	пародийасі	NOUN
101	38	сіпатінда	сіпатінда	NOUN
101	39	пайда	пайда	X
101	40	болді	болді	VERB
101	41	.	.	PUNCT
102	0	Basketbol	баскетбол	NOUN
103	0	Kóplegen	көплеген	VERB
103	1	basqa	басқа	ADJ
103	2	portativ	портатив	NOUN
103	3	audio	аудио	NOUN
103	4	pleyerlerden	плейерлерден	NOUN
103	5	ayırmashılıǵı,	айірмашіліғі	PUNCT
103	6	úshinshi	,	PUNCT
103	7	áwlad	үшинши	ADJ
103	8	iPod	áўлад	NOUN
103	9	Shuffledıń	ипод	NOUN
103	10	basqarıwları	шуффледің	ADJ
103	11	komplektke	басқаріўларі	NOUN
103	12	kiretuǵın	комплектке	NOUN
103	13	naushniklerde	киретуғін	ADJ
103	14	jaylasqan.	наушниклерде	PUNCT
103	15	жайласқан	жайласқан	VERB
103	16	.	.	PUNCT
104	0	Roma	рома	NOUN
104	1	soqqı	соққі	NOUN
104	2	beriwshisi	бериўшиси	VERB
104	3	Franchesko	франческо	NOUN
104	4	Totti	тотти	NOUN
104	5	kóbinese	көбинесе	NOUN
104	6	Rim	рим	NOUN
104	7	derbisinde	дербисинде	NOUN
104	8	Lacioǵa	лаcиоға	NOUN
104	9	qarsı	қарсі	ADJ
104	10	golların	голларін	NOUN
104	11	usılay	усілай	ADJ
104	12	bayramlap,	байрамлап	PUNCT
104	13	bir	,	NUM
104	14	ret	бир	NUM
104	15	este	рет	NOUN
104	16	qalarlı	есте	ADJ
104	17	túrde	қаларлі	ADJ
104	18	"""Men"	түрде	PUNCT
104	19	sizlerdi	""""	PUNCT
104	20	jáne	мен	PRON
104	21	"aldadım!"""	сизлерди	PUNCT
104	22	degen	жáне	VERB
104	23	sózdiń	алдадім	VERB
104	24	italyan	!	PUNCT
104	25	tilindegisi	""""	PUNCT
104	26	jazılǵan	деген	VERB
104	27	futbolkanı	сөздиң	NOUN
104	28	kórsetken	италйан	NOUN
104	29	edi.	тилиндегиси	PUNCT
104	30	жазілған	жазілған	VERB
104	31	футболкані	футболкані	NOUN
104	32	көрсеткен	көрсеткен	VERB
104	33	еди	еди	AUX
104	34	.	.	PUNCT
105	0	2019-jılı	2019	PUNCT
105	1	6-avgustta	-	PUNCT
105	2	Disney	жілі	ADJ
105	3	kompaniyasınıń	6	NUM
105	4	bas	-	PUNCT
105	5	direktorı	августта	NOUN
105	6	Bob	дисней	NOUN
105	7	Ayger	компанийасінің	NOUN
105	8	"""Úyde"	бас	PUNCT
105	9	"jalǵız"""	директорі	PUNCT
105	10	franshizasınıń	боб	ADJ
105	11	jańa	айгер	NOUN
105	12	filmi,	""""	PUNCT
105	13	ápiwayı	үйде	NOUN
105	14	"""Úyde"	жалғіз	PUNCT
105	15	"jalǵız"""	""""	PUNCT
105	16	dep	франшизасінің	NOUN
105	17	atalatuǵın	жаңа	ADJ
105	18	filmniń	филми	NOUN
105	19	rawajlanıw	,	PUNCT
105	20	basqıshında	áпиўайі	NOUN
105	21	ekenin	""""	PUNCT
105	22	járiyaladı.	үйде	PUNCT
105	23	жалғіз	жалғіз	ADJ
105	24	""""	""""	PUNCT
105	25	деп	деп	VERB
105	26	аталатуғін	аталатуғін	VERB
105	27	филмниң	филмниң	NOUN
105	28	раўажланіў	раўажланіў	NOUN
105	29	басқішінда	басқішінда	NOUN
105	30	екенин	екенин	AUX
105	31	жáрийаладі	жáрийаладі	VERB
105	32	.	.	PUNCT
106	0	"""Biypul"	""""	PUNCT
106	1	programmalıq	бийпул	PROPN
106	2	"támiynat"""	программаліқ	PUNCT
106	3	anıqlamasına	"тáмийнат"""	PUNCT
106	4	sáykes	аніқламасіна	NOUN
106	5	keliw	сáйкес	VERB
106	6	ushın,	келиў	PUNCT
106	7	BPTF	ушін	CCONJ
106	8	programmalıq	,	PUNCT
106	9	támiynat	бптф	NOUN
106	10	licenziyasınıń	программаліқ	ADJ
106	11	BPTF	тáмийнат	NOUN
106	12	tárepinen	лиcензийасінің	NOUN
106	13	programmalıq	бптф	NOUN
106	14	támiynat	тáрепинен	NOUN
106	15	paydalanıwshısınıń	программаліқ	ADJ
106	16	"""Tórt"	тáмийнат	PUNCT
106	17	Tiykarǵı	пайдаланіўшісінің	NOUN
106	18	"Erkinligi"""	""""	PUNCT
106	19	dep	төрт	NUM
106	20	atalatuǵın	тийкарғі	ADJ
106	21	puqaralıq	еркинлиги	NOUN
106	22	erkinlikler	""""	PUNCT
106	23	/	деп	PUNCT
106	24	adam	аталатуғін	VERB
106	25	huqıqların	пуқараліқ	ADJ
106	26	húrmet	еркинликлер	NOUN
106	27	etiwdi	/	SYM
106	28	talap	адам	NOUN
106	29	etedi.	һуқіқларін	PUNCT
106	30	һүрмет	һүрмет	NOUN
106	31	етиўди	етиўди	VERB
106	32	талап	талап	X
106	33	етеди	етеди	VERB
106	34	.	.	PUNCT
107	0	Internet	интернет	NOUN
107	1	qatlamı	қатламі	NOUN
107	2	Internet	интернет	NOUN
107	3	Protokolın	протоколін	NOUN
107	4	(IP)	(	PUNCT
107	5	ámelge	ип	ADJ
107	6	asıradı,	)	PUNCT
107	7	ol	áмелге	NOUN
107	8	kompyuterlerge	асіраді	VERB
107	9	bir-birin	,	PUNCT
107	10	IP	ол	DET
107	11	adres	компйутерлерге	NOUN
107	12	arqalı	бир-бирин	ADJ
107	13	anıqlaw	ип	ADJ
107	14	hám	адрес	CCONJ
107	15	tabıwǵa,	арқалі	PUNCT
107	16	sonday-aq	аніқлаў	PUNCT
107	17	óz	һáм	NOUN
107	18	trafigin	табіўға	VERB
107	19	aralıq	,	PUNCT
107	20	(tranzit)	сондай-ақ	PUNCT
107	21	tarmaqlar	өз	DET
107	22	arqalı	трафигин	ADJ
107	23	jiberiwge	араліқ	ADJ
107	24	múmkinshilik	(	PUNCT
107	25	beredi.	транзит	PUNCT
107	26	)	)	PUNCT
107	27	тармақлар	тармақлар	NOUN
107	28	арқалі	арқалі	NOUN
107	29	жибериўге	жибериўге	VERB
107	30	мүмкиншилик	мүмкиншилик	NOUN
107	31	береди	береди	VERB
107	32	.	.	PUNCT
108	0	"""Jıllar"	""""	PUNCT
108	1	dawamında	жіллар	NOUN
108	2	bir	даўамінда	NUM
108	3	neshe	бир	NUM
108	4	oyınshı	неше	NUM
108	5	'jańa	ойінші	PUNCT
108	6	Djordj	'жаңа	ADJ
108	7	Best'	джордж	PUNCT
108	8	dep	бест'	ADJ
108	9	atalǵan	деп	VERB
108	10	edi,	аталған	PUNCT
108	11	biraq	еди	PART
108	12	bul	,	PRON
108	13	birinshi	бирақ	DET
108	14	ret	бул	NOUN
108	15	men	биринши	ADJ
108	16	ushın	рет	ADP
108	17	maqtaw	мен	CCONJ
108	18	"boldı."""	ушін	PUNCT
108	19	мақтаў	мақтаў	NOUN
108	20	болді	болді	VERB
108	21	.	.	PUNCT
108	22	""""	""""	PUNCT
109	0	IDEAS	идеас	NOUN
109	1	(Almasıw	(	PUNCT
109	2	ushın	алмасіў	ADP
109	3	Xalıqaralıq	ушін	PUNCT
109	4	Qorǵanıw	xаліқараліқ	ADJ
109	5	Kárxana	қорғаніў	NOUN
109	6	Arxitekturası	кáрxана	NOUN
109	7	Specifikaciyası)	арxитектурасі	PUNCT
109	8	standartı	спеcификаcийасі	NOUN
109	9	BORO	)	PUNCT
109	10	tiykarında	стандарті	NOUN
109	11	dúzilgen,	боро	PUNCT
109	12	ol	тийкарінда	NOUN
109	13	óz	дүзилген	VERB
109	14	gezeginde	,	PUNCT
109	15	DODAF	ол	PRON
109	16	2.0	өз	PUNCT
109	17	di	гезегинде	NOUN
109	18	rawajlandırıw	додаф	NOUN
109	19	ushın	2.0	ADP
109	20	qollanılǵan.	ди	PUNCT
109	21	раўажландіріў	раўажландіріў	NOUN
109	22	ушін	ушін	ADP
109	23	қолланілған	қолланілған	VERB
109	24	.	.	PUNCT
110	0	2022-jıldıń	2022	PUNCT
110	1	fevral	-	PUNCT
110	2	ayında	жілдің	NUM
110	3	"""The"	феврал	PUNCT
110	4	Matrix	айінда	NOUN
110	5	"Resurrections"""	""""	PUNCT
110	6	filminiń	тһе	PROPN
110	7	qarjılandırıwshılarınıń	матриx	NOUN
110	8	biri	ресурреcтионс	NOUN
110	9	bolǵan	""""	PUNCT
110	10	Village	филминиң	NOUN
110	11	Roadshow	қаржіландіріўшіларінің	NOUN
110	12	Pictures,	бири	PUNCT
110	13	ilimiy-fantastikalıq	болған	PUNCT
110	14	sikveldiń	виллаге	NOUN
110	15	gibrid	роадшоў	NOUN
110	16	relizi	пиcтурес	NOUN
110	17	sebepli	,	ADJ
110	18	Warner	илимий-фантастикаліқ	ADJ
110	19	Bros.	сиквелдиң	PUNCT
110	20	ǵa	гибрид	NOUN
110	21	qarsı	релизи	NOUN
110	22	sudlanıwdı	себепли	ADJ
110	23	basladı.	ўарнер	PUNCT
110	24	брос	брос	NOUN
110	25	.	.	PUNCT
110	26	ға	ға	ADP
110	27	қарсі	қарсі	ADJ
110	28	судланіўді	судланіўді	NOUN
110	29	басладі	басладі	VERB
110	30	.	.	PUNCT
111	0	Axmaq.	аxмақ	PUNCT
111	1	.	.	PUNCT
112	0	Olar	олар	PRON
112	1	kóbinese	көбинесе	ADP
112	2	paydalanıwshılardı	пайдаланіўшіларді	NOUN
112	3	sırtqı	сіртқі	NOUN
112	4	kórinisi	көриниси	NOUN
112	5	hám	һáм	CCONJ
112	6	sezimi	сезими	NOUN
112	7	haqıyqıy	һақійқій	NOUN
112	8	saytqa	сайтқа	NOUN
112	9	derlik	дерлик	ADJ
112	10	uqsas	уқсас	NOUN
112	11	bolǵan	болған	AUX
112	12	jalǵan	жалған	ADJ
112	13	veb-saytqa	веб	PUNCT
112	14	maǵlıwmat	-	PUNCT
112	15	kirgiziwge	сайтқа	NOUN
112	16	baǵdarlaydı.	мағліўмат	PUNCT
112	17	киргизиўге	киргизиўге	VERB
112	18	бағдарлайді	бағдарлайді	VERB
112	19	.	.	PUNCT
113	0	Qubla	қубла	NOUN
113	1	Los-Andjeles	лос	PUNCT
113	2	-	-	PUNCT
113	3	анджелес	анджелес	NOUN
114	0	Izrailde	израилде	NOUN
114	1	ol	ол	PRON
114	2	24-sentyabrde	24	PUNCT
114	3	Cellcom,	-	PUNCT
114	4	Pelephone	сентйабрде	NOUN
114	5	hám	cеллcом	CCONJ
114	6	Orange	,	PUNCT
114	7	arqalı	пелепһоне	ADJ
114	8	shıǵarıldı.	һáм	PUNCT
114	9	оранге	оранге	NOUN
114	10	арқалі	арқалі	NOUN
114	11	шіғарілді	шіғарілді	VERB
114	12	.	.	PUNCT
115	0	Házirgi	һáзирги	ADJ
115	1	programmalıq	программаліқ	ADJ
115	2	platformalar	платформалар	NOUN
116	0	Vulkanizaciya	вулканизаcийа	NOUN
117	0	Dialogtı	диалогті	NOUN
117	1	basqarıw	басқарі	VERB
117	2	ў	ў	PUNCT
118	0	Ol	ол	PRON
118	1	Braziliyadaǵı	бразилийадағі	ADJ
118	2	Kampinas	кампинас	NOUN
118	3	universitetiniń	университетиниң	NOUN
118	4	kompyuter	компйутер	NOUN
118	5	ilimleri	илимлери	NOUN
118	6	boyınsha	бойінша	ADP
118	7	bakalavr	бакалавр	NOUN
118	8	studenti	студенти	PUNCT
118	9	Andre	андре	PROPN
118	10	Resende	ресенде	NOUN
118	11	tárepinen	тáрепинен	NOUN
118	12	islengen	исленген	VERB
118	13	dizaynǵa	дизайнға	NOUN
118	14	tiykarlanǵan	тийкарланған	VERB
118	15	edi.	еди	PUNCT
118	16	.	.	PUNCT
119	0	RDBMS-ler	рдбмс-лер	PUNCT
119	1	menen	менен	PRON
119	2	salıstırıw	салістірі	NOUN
119	3	ў	ў	ADJ
120	0	Bir	бир	NUM
120	1	neshe	неше	NUM
120	2	ónimlerdiń	өнимлердиң	NOUN
120	3	shıǵıp	шіғіп	VERB
120	4	ketiwi	кетиўи	VERB
120	5	Appledıń	аппледің	NOUN
120	6	korporativ	корпоратив	NOUN
120	7	keńselerinen	кеңселеринен	NOUN
120	8	emes,	емес	PUNCT
120	9	al	,	PUNCT
120	10	jetkerip	ал	CCONJ
