SentID   | Seq   | Original               | Cyrillic              | POS
29       | 2     | dedi                  | деди                  | VERB
29       | 3     | :                     | :                     | PUNCT
29       | 4     | "Keme                 | "Кеме                 | NOUN
29       | 5     | qaldıqları            | қалдықлары            | NOUN
29       | 6     | átirapında            | әтрапында             | NOUN
29       | 7     | kóp                   | көп                   | DET
29       | 8     | waqıt                 | ўақыт                 | NOUN
29       | 9     | islep                 | ислеп                 | VERB
29       | 10    | ,                     | ,                     | PUNCT
29       | 11    | onıń                  | оның                  | PRON
29       | 12    | tereń                 | терең                 | ADJ
29       | 13    | qayǵısı               | қайғысы               | NOUN
29       | 14    | hám                   | ҳәм                   | CCONJ
29       | 15    | ádalatsızlıǵın        | әдалатсызлығын        | NOUN
29       | 16    | ,                     | ,                     | PUNCT
29       | 17    | sonday-aq             | сондай-ақ             | ADV
29       | 18    | onıń                  | оның                  | PRON
29       | 19    | xabarın               | хабарын               | NOUN
29       | 20    | kúshli                | күшли                 | ADJ
29       | 21    | sezeseń               | сезесең               | VERB
29       | 22    | ."                    | ."                    | PUNCT
29       | 23    | Ol                    | Ол                    | PRON
29       | 24    | waqıyanıń             | ўақыяның              | NOUN
29       | 25    | emocionallıq          | эмоционаллық          | ADJ
29       | 26    | mazmunın              | мазмунын              | NOUN
29       | 27    | jetkeriwde            | жеткериўде            | VERB
29       | 28    | "úlken                | "үлкен                | ADJ
29       | 29    | juwapkershilik"       | жуўапкершилик"        | NOUN
29       | 30    | sezgenin              | сезгенин              | NOUN
29       | 31    | ayttı                 | айтты                 | VERB
29       | 32    | ,                     | ,                     | PUNCT
29       | 33    | óytkeni               | өйткени               | SCONJ
29       | 34    | ol                    | ол                    | PRON
29       | 35    | basqa                 | басқа                 | ADJ
29       | 36    | rejissyordıń          | режиссёрдың           | NOUN
29       | 37    | keme                  | кеме                  | NOUN
29       | 38    | qaldıqlarına          | қалдықларына          | NOUN
29       | 39    | barıwı                | барыўы                | VERB
29       | 40    | múmkin                | мүмкин                | ADJ
29       | 41    | emesligin             | еместигин             | NOUN
29       | 42    | túsindi               | түсинди               | VERB
29       | 43    | .                     | .                     | PUNCT

30       | 0     | Kóbinese              | көбинесе              | ADV
30       | 1     | ,                     | ,                     | PUNCT
30       | 2     | ol                    | ол                    | PRON
30       | 3     | oyın                  | ойын                  | NOUN
30       | 4     | maydanınıń            | майданының            | NOUN
30       | 5     | hárbir                | һәрбир                | ADJ
30       | 6     | shetine               | шетине                | NOUN
30       | 7     | ornalastırılǵan       | орналастырылған       | VERB
30       | 8     | tórt                  | төрт                  | NUM
30       | 9     | múyeshli             | мүйешли               | ADJ
30       | 10    | struktura             | структура             | NOUN
30       | 11    | boladı                | болады                | VERB
30       | 12    | .                     | .                     | PUNCT

31       | 0     | Podkastlar            | подкастлар            | NOUN

     
33       | 0     | Biz                     | биз                     | PRON
33       | 1     | Avtotoltırıwdaǵı        | автотолтіріўдағі        | ADV
33       | 2     | alıp                    | аліп                    | VERB
33       | 3     | taslawlarǵa             | таслаўларға             | NOUN
33       | 4     | kózqarasımızdı          | көзқарасімізді          | NOUN
33       | 5     | jaqsılaw                | жақсылаў                | NOUN
33       | 6     | ústinde                 | үстинде                 | NOUN
33       | 7     | jumıs                   | жумыс                   | NOUN
33       | 8     | islewdi                 | ислеўди                 | VERB
33       | 9     | dawam                   | даўам                   | NOUN
33       | 10    | etemiz                  | етемиз                  | VERB
33       | 11    | hám                     | һáм                     | CCONJ
33       | 12    | paydalanıwshılarımızdıń| пайдаланыўшыларымыздың  | NOUN
33       | 13    | pikirlerin              | пикирлерин              | NOUN
33       | 14    | dıqqat                  | діққат                  | NOUN
33       | 15    | penen                   | пенен                   | ADP
33       | 16    | tıńlap                  | тыңлап                  | VERB
33       | 17    | atırmız                 | атырмыз                 | VERB
33       | 18    | .                       | .                       | PUNCT

34       | 0     | Apple                   | аппле                   | PROPN
34       | 1     | Music-tiń              | мусик-тиң               | PROPN
34       | 2     | jámiyetshilikke        | жәмийәтшиликке          | NOUN
34       | 3     | iske                   | иске                    | NOUN
34       | 4     | qosılıwı               | қосылыўы                | VERB
34       | 5     | menen                  | менен                   | ADP
34       | 6     | bir                    | бир                     | NUM
34       | 7     | waqıtta                | ўақытта                 | NOUN
34       | 8     | Beats                  | беатс                   | PROPN
34       | 9     | Music                  | мусик                   | PROPN
34       | 10    | dárhal                 | дәрҳал                  | ADV
34       | 11    | toqtatıldı             | тоқтатылды              | VERB
34       | 12    | ;                      | ;                       | PUNCT
34       | 13    | paydalanıwshılar       | пайдаланыўшылар         | NOUN
34       | 14    | ózleriniń              | өзлериниң               | PRON
34       | 15    | Beats                  | беатс                   | PROPN
34       | 16    | Music                  | мусик                   | PROPN
34       | 17    | jazılıwların           | жазылыўларын            | NOUN
34       | 18    | ,                      | ,                       | PUNCT
34       | 19    | sonıń                  | соның                   | PRON
34       | 20    | ishinde                | ишинде                  | NOUN
34       | 21    | akkauntların           | аккаунтларын            | NOUN
34       | 22    | ,                      | ,                       | PUNCT
34       | 23    | saqlanǵan              | сақланған               | VERB
34       | 24    | pleylistlerin          | плейлистлерин           | NOUN
34       | 25    | hám                    | һáм                     | CCONJ
34       | 26    | qosıqların             | қосықларын              | NOUN
34       | 27    | Apple                  | аппле                   | PROPN
34       | 28    | Music-ke               | мусик-ке                | PROPN
34       | 29    | kóshiriwi              | көшириўи                | VERB
34       | 30    | múmkin                 | мүмкин                  | ADJ
34       | 31    | edi                    | еди                     | AUX
34       | 32    | .                      | .                       | PUNCT

35       | 0     | Kirisiw                | кирисиў                 | NOUN
35       | 1     | sózinde                | сөзинде                 | NOUN
35       | 2     | járiyalanǵan           | жáрийаланған            | VERB
35       | 3     | jańalıqlar             | жаңалықлар              | NOUN
35       | 4     | arasında               | арасында                | ADP
35       | 5     | martta                 | мартта                  | NOUN
35       | 6     | baǵdarlamashılarǵa     | бағдарламашыларға       | NOUN
35       | 7     | járiyalanǵan           | жáрийаланған            | VERB
35       | 8     | iPhone                 | ипһоне                  | PROPN
35       | 9     | OS                     | ос                      | PROPN
35       | 10    | 3.0                    | 3.0                     | NUM
35       | 11    | baǵdarlamalıq          | бағдарламалық           | ADJ
35       | 12    | támiynatınıń           | тáмийнатының           | NOUN
35       | 13    | shıǵarılıwı            | шығарылыўы              | NOUN
35       | 14    | ,                      | ,                       | PUNCT
35       | 15    | Mac                    | маc                     | PROPN
35       | 16    | OS                     | ос                      | PROPN
35       | 17    | X                      | X                       | PROPN
35       | 18    | Snow                   | сноў                    | PROPN
35       | 19    | Leopard                | леопард                 | PROPN
35       | 20    | (                      | (                       | PUNCT
35       | 21    | 10.6                   | 10.6                    | NUM
35       | 22    | )                      | )                       | PUNCT
35       | 23    | demonstraciyası        | демонстрациясы          | NOUN
35       | 24    | ,                      | ,                       | PUNCT
35       | 25    | jańa                   | жаңа                    | ADJ
35       | 26    | 13"                    | 13"                     | NUM
35       | 27    | MacBook                | маcбоок                 | PROPN
35       | 28    | Pro                    | про                     | PROPN
35       | 29    | ,                      | ,                       | PUNCT
35       | 30    | 15"                    | 15"                     | NUM
35       | 31    | hám                    | һáм                     | CCONJ
35       | 32    | 17"                    | 17"                     | NUM
35       | 33    | MacBook                | маcбоок                 | PROPN
35       | 34    | Pro-lardıń             | про-лардың              | PROPN
35       | 35    | jańalanıwları          | жаңаланыўлары           | NOUN
35       | 36    | hám                    | һáм                     | CCONJ
35       | 37    | jańa                   | жаңа                    | ADJ
35       | 38    | iPhone                 | ипһоне                  | PROPN
35       | 39    | 3GS                    | 3гс                     | PROPN
35       | 40    | bar                    | бар                     | ADJ
35       | 41    | edi                    | еди                     | AUX
35       | 42    | .                      | .                       | PUNCT


36       | 0     | Djarvis                | джарвис                | PROPN
36       | 1     | hám                    | һáм                    | CCONJ
36       | 2     | Eyrs                   | ейрс                   | PROPN
36       | 3     | haqıyqıy               | һақыйқый               | ADJ
36       | 4     | turmısta               | турмыста               | NOUN
36       | 5     | er-hayal               | ер-һайал               | NOUN
36       | 6     | edi                    | еди                    | AUX
36       | 7     | .                      | .                      | PUNCT

37       | 0     | Mobil                  | мобил                  | ADJ
37       | 1     | qosımsha               | қосымша                | NOUN
37       | 2     | -                      | -                      | PUNCT
37       | 3     | bul                    | бул                    | PRON
37       | 4     | mobil                  | мобил                  | ADJ
37       | 5     | qurılmada              | қурылмада              | NOUN
37       | 6     | ,                      | ,                      | PUNCT
37       | 7     | mısalı                 | мысалы                 | NOUN
37       | 8     | smartfonda             | смартфонда             | NOUN
37       | 9     | islewge                | ислеўге                | VERB
37       | 10    | arnalǵan               | арналған               | VERB
37       | 11    | kompyuter              | компйутер              | NOUN
37       | 12    | programması            | программасы            | NOUN
37       | 13    | .                      | .                      | PUNCT

38       | 0     | Paketlerdi             | пакетлерди             | NOUN
38       | 1     | uslap                  | услап                  | VERB
38       | 2     | qalıwdan               | қалыўдан               | VERB
38       | 3     | alınǵan                | алынған                | VERB
38       | 4     | úlken                  | үлкен                  | ADJ
38       | 5     | kólemdegi              | көлемдеги              | ADJ
38       | 6     | maǵlıwmatlar           | мағлыўматлар           | NOUN
38       | 7     | belgili                | белгили                | ADJ
38       | 8     | sózler                 | сөзлер                 | NOUN
38       | 9     | yamasa                 | йамаса                 | CCONJ
38       | 10    | sóz                    | сөз                    | NOUN
38       | 11    | dizbekleriniń          | дизбеклериниң          | NOUN
38       | 12    | qollanılıwı            | қолланылыўы            | NOUN
38       | 13    | ,                      | ,                      | PUNCT
38       | 14    | belgili                | белгили                | ADJ
38       | 15    | bir                    | бир                    | DET
38       | 16    | túrdegi                | түрдеги                | ADJ
38       | 17    | veb-saytlarǵa          | веб-сайтларға          | NOUN
38       | 18    | kiriw                  | кириў                  | VERB
38       | 19    | yamasa                 | йамаса                 | CCONJ
38       | 20    | belgili                | белгили                | ADJ
38       | 21    | tárepler               | тáреплер               | NOUN
38       | 22    | menen                  | менен                  | ADP
38       | 23    | elektron               | електрон               | ADJ
38       | 24    | pochta                 | почта                  | NOUN
38       | 25    | yamasa                 | йамаса                 | CCONJ
38       | 26    | chat                   | чат                    | NOUN
38       | 27    | arqalı                 | арқалы                 | ADP
38       | 28    | baylanısıw             | байланысыў             | NOUN
38       | 29    | sıyaqlı                | сыяқлы                 | ADJ
38       | 30    | tiyisli                | тийисли                | ADJ
38       | 31    | informaciyanı          | информацияны           | NOUN
38       | 32    | filtrleytuǵın          | филтрлейтуғын          | VERB
38       | 33    | hám                    | һáм                    | CCONJ
38       | 34    | xabarlaytuǵın          | хабарлайтуғын          | VERB
38       | 35    | baqlaw                 | бақлаў                 | NOUN
38       | 36    | programmalıq           | программалық           | ADJ
38       | 37    | támiynatın             | тáмийнатын            | NOUN
38       | 38    | talap                  | талап                  | VERB
38       | 39    | etedi                  | етеди                  | VERB
38       | 40    | [147]                  | [147]                  | PUNCT
38       | 41    | .                      | .                      | PUNCT
   
39       | 0     | Bunnan               | буннан               | NOUN
39       | 1     | tısqarı              | тісқарі              | ADJ
39       | 2     | ,                    | ,                    | PUNCT
39       | 3     | maǵlıwmatlar         | мағліўматлар         | NOUN
39       | 4     | toplamları           | топламларі           | NOUN
39       | 5     | ulıwma               | уліўма               | CCONJ
39       | 6     | lingvistikalıq       | лингвистикаліқ       | ADJ
39       | 7     | yamasa               | йамаса               | NOUN
39       | 8     | mádeniy              | мáдений              | ADJ
39       | 9     | ózgerislerdi         | өзгерислерди         | NOUN
39       | 10    | sáwlelendirmewi      | сáўлелендирмеўи      | VERB
39       | 11    | múmkin               | мүмкин               | ADJ
39       | 12    | hám                  | һáм                  | NOUN
39       | 13    | tek                  | тек                  | ADV
39       | 14    | ǵana                 | ғана                 | ADV
39       | 15    | sonday               | сондай               | DET
39       | 16    | tásirge              | тáсирге              | NOUN
39       | 17    | meńzey               | меңзей               | VERB
39       | 18    | aladı                | аладі                | AUX
39       | 19    | ,                    | ,                    | PUNCT
39       | 20    | sebebi               | себеби               | ADV
39       | 21    | olarda               | оларда               | PRON
39       | 22    | avtorlıq             | авторліқ             | ADJ
39       | 23    | huqıqtıń             | һуқіқтің             | NOUN
39       | 24    | potencial            | потенcиал            | ADJ
39       | 25    | buzılıwın            | бузіліўін            | NOUN
39       | 26    | boldırmaw            | болдірмаў            | VERB
39       | 27    | ushın                | ушін                 | ADV
39       | 28    | basılǵan             | басілған             | VERB
39       | 29    | sánesi               | сáнеси               | NOUN
39       | 30    | ,                    | ,                    | PUNCT
39       | 31    | avtor                | автор                | NOUN
39       | 32    | ,                    | ,                    | PUNCT
39       | 33    | uzınlıq              | узінліқ              | ADJ
39       | 34    | yamasa               | йамаса               | PUNCT
39       | 35    | janr                 | жанр                 | NOUN
39       | 36    | sıyaqlı              | сійақлі              | ADJ
39       | 37    | hesh                 | һеш                  | ADJ
39       | 38    | qanday               | қандай               | DET
39       | 39    | metamaǵlıwmatlar     | метамағліўматлар     | NOUN
39       | 40    | joq                  | жоқ                  | ADJ
39       | 41    | .                    | .                    | PUNCT

40       | 0     | Beske                | беске                | NOUN
40       | 1     | shekem               | шекем                | NOUN
40       | 2     | qosımsha             | қосімша              | NOUN
40       | 3     | shańaraq             | шаңарақ              | NOUN
40       | 4     | aǵzalarına           | ағзаларіна           | NOUN
40       | 5     | Google               | гоогле               | NOUN
40       | 6     | one                  | оне                  | CCONJ
40       | 7     | jazılıwın            | жазіліўін            | VERB
40       | 8     | bólisiw              | бөлисиў              | VERB
40       | 9     | imkaniyatı           | имканийаті           | NOUN
40       | 10    | .                    | .                    | PUNCT

41       | 0     | Basqasha             | басқаша              | ADV
41       | 1     | aytqanda             | айтқанда             | VERB
41       | 2     | ,                    | ,                    | PUNCT
41       | 3     | kommerciya           | коммерcийа           | NOUN
41       | 4     | úlken                | үлкен                | ADJ
41       | 5     | kólemdegi            | көлемдеги            | NOUN
41       | 6     | sawdanıń             | саўданің             | NOUN
41       | 7     | keń                  | кең                  | ADJ
41       | 8     | kólemli              | көлемли              | ADJ
41       | 9     | siyasiy              | сийасий              | ADJ
41       | 10    | ,                    | ,                    | PUNCT
41       | 11    | ekonomikalıq         | економикаліқ         | ADJ
41       | 12    | ,                    | ,                    | PUNCT
41       | 13    | texnologiyalıq       | теxнологийаліқ       | ADJ
41       | 14    | ,                    | ,                    | PUNCT
41       | 15    | logistikalıq         | логистикаліқ         | ADJ
41       | 16    | ,                    | ,                    | PUNCT
41       | 17    | huqıqıy              | һуқіқій              | ADJ
41       | 18    | ,                    | ,                    | PUNCT
41       | 19    | regulyatorlıq        | регулйаторліқ        | ADJ
41       | 20    | ,                    | ,                    | PUNCT
41       | 21    | sociallıq            | соcиалліқ            | ADJ
41       | 22    | hám                  | һáм                  | ADJ
41       | 23    | mádeniy              | мáдений              | ADJ
41       | 24    | aspektlerin          | аспектлерин          | NOUN
41       | 25    | qamtıydı             | қамтійді             | VERB
41       | 26    | .                    | .                    | PUNCT

42       | 0     | Karl                 | карл                 | NOUN
42       | 1     | kishiniń             | кишиниң              | NOUN
42       | 2     | qárejet              | қáрежет              | NOUN
42       | 3     | etiw                 | етиў                 | VERB
42       | 4     | ádetleri             | áдетлери             | NOUN
42       | 5     | kompaniya            | компанийа            | NOUN
42       | 6     | akcionerlerin        | акcионерлерин        | NOUN
42       | 7     | táshwishke           | тáшўишке             | NOUN
42       | 8     | saldı                | салді                | VERB
42       | 9     | .                    | .                    | PUNCT

43       | 0     | Matter               | маттер               | NOUN
43       | 1     | sertifikatına        | сертификатіна        | NOUN
43       | 2     | iye                  | ийе                  | ADJ
43       | 3     | ónimler              | өнимлер              | NOUN
43       | 4     | jergilikli           | жергиликли           | ADJ
43       | 5     | túrde                | түрде                | NOUN
43       | 6     | islew                | ислеў                | VERB
43       | 7     | ushın                | ушін                 | CCONJ
43       | 8     | dúzilgen             | дүзилген             | ADJ
43       | 9     | hám                  | һáм                  | CCONJ
43       | 10    | olardıń              | олардің              | PRON
43       | 11    | tiykarǵı             | тийкарғі             | ADJ
43       | 12    | funkciyaları         | функcийаларі         | NOUN
43       | 13    | ushın                | ушін                 | ADP
43       | 14    | internet             | интернет             | NOUN
43       | 15    | jalǵanıwına          | жалғаніўіна          | VERB
43       | 16    | baylanıslı           | байланіслі           | ADJ
43       | 17    | emes                 | емес                 | AUX
43       | 18    | .                    | .                    | PUNCT
   
44       | 0     | Bunday               | бундай               | ADJ
44       | 1     | modeller             | моделлер             | NOUN
44       | 2     | basqasha             | басқаша              | ADV
44       | 3     | jaǵdayda             | жағдайда             | NOUN
44       | 4     | bólek                | бөлек                | ADV
44       | 5     | bolǵan               | болған               | VERB
44       | 6     | sanaat               | санаат               | NOUN
44       | 7     | tarawların           | тараўларін           | NOUN
44       | 8     | hám                  | һáм                  | ADJ
44       | 9     | kishi                | киши                 | NOUN
44       | 10    | shólkemlerin         | шөлкемлерин          | NOUN
44       | 11    | qızıǵıwshı           | қізіғіўші            | ADJ
44       | 12    | paydalanıwshılar     | пайдаланіўшілар      | NOUN
44       | 13    | menen                | менен                | PRON
44       | 14    | baylanıstırıw        | байланістіріў        | VERB
44       | 15    | usılın               | усілін               | NOUN
44       | 16    | beredi               | береди               | VERB
44       | 17    | .                    | .                    | PUNCT

46       | 0     | Piter                | питер                | NOUN
46       | 1     | Bopre                | бопре                | NOUN
46       | 2     | ,                    | ,                    | PUNCT
46       | 3     | Elis                 | елис                 | NOUN
46       | 4     | Ribbons              | риббонс              | NOUN
46       | 5     | ,                    | ,                    | PUNCT
46       | 6     | Berton               | бертон               | NOUN
46       | 7     | Djernigan            | джерниган            | PUNCT
46       | 8     | hám                  | һáм                  | NOUN
46       | 9     | Erl                  | ерл                  | NOUN
46       | 10    | Unger                | унгер                | NOUN
46       | 11    | -                    | -                    | PUNCT
46       | 12    | Arqa                 | арқа                 | ADJ
46       | 13    | Koreya               | корейа               | NOUN
46       | 14    | menen                | менен                | CCONJ
46       | 15    | baylanıslı           | байланіслі           | ADJ
46       | 16    | Gonkongtaǵı          | гонконгтағі          | NOUN
46       | 17    | terroristlik         | террористлик         | NOUN
46       | 18    | shólkem              | шөлкем              | NOUN
46       | 19    | ushın                | ушін                 | CCONJ
46       | 20    | isleytuǵın          | ислейтуғін           | ADJ
46       | 21    | xalıqaralıq          | xаліқараліқ          | ADJ
46       | 22    | izlewde             | излеўде              | NOUN
46       | 23    | bolǵan              | болған               | AUX
46       | 24    | tórt                | төрт                 | NUM
46       | 25    | jınayatshı          | жінайатші            | NOUN
46       | 26    | .                   | .                    | PUNCT

47       | 0     | Bul                 | бул                  | DET
47       | 1     | kózqarasta          | көзқараста           | NOUN
47       | 2     | bilimlendiriw       | билимлендириў        | NOUN
47       | 3     | ulıwma              | уліўма               | NOUN
47       | 4     | dúnyanı             | дүнйані              | NOUN
47       | 5     | ashıw               | ашіў                 | VERB
47       | 6     | hám                 | һáм                  | NOUN
47       | 7     | máselelerdi         | мáселелерди          | NOUN
47       | 8     | birgelikte          | биргеликте           | ADP
47       | 9     | sheshiw             | шешиў                | NOUN
47       | 10    | arqalı              | арқалі               | NOUN
47       | 11    | ulıwma              | уліўма               | NOUN
47       | 12    | tájiriybe           | тáжирийбе            | ADJ
47       | 13    | almasıw             | алмасіў              | VERB
47       | 14    | processi            | проcесси             | NOUN
47       | 15    | retinde             | ретинде              | NOUN
47       | 16    | kóriledi            | көриледи             | VERB
47       | 17    | .                   | .                    | PUNCT

48       | 0     | Bul                 | бул                  | NOUN
48       | 1     | hálsizlikler        | һáлсизликлер         | NOUN
48       | 2     | dáslepki            | дáслепки             | NOUN
48       | 3     | dizayn              | дизайн               | NOUN
48       | 4     | yamasa              | йамаса               | PUNCT
48       | 5     | jaman               | жаман                | ADJ
48       | 6     | konfiguraciya       | конфигураcийа        | NOUN
48       | 7     | qatarlı             | қатарлі              | ADJ
48       | 8     | kóp                 | көп                  | ADJ
48       | 9     | sebeplerge          | себеплерге           | NOUN
48       | 10    | baylanıslı          | байланіслі           | ADJ
48       | 11    | bolıwı              | боліўі               | AUX
48       | 12    | múmkin              | мүмкин               | ADJ
48       | 13    | .                   | .                    | PUNCT

49       | 0     | Shólkemlestirilgen  | шөлкемлестирилген    | VERB
49       | 1     | rawajlanıw          | раўажланіў           | NOUN
49       | 2     | teoretigi           | теоретиги            | NOUN
49       | 3     | Piter               | питер                | NOUN
49       | 4     | Senge               | сенге                | PUNCT
49       | 5     | óziniń              | өзінің               | NOUN
49       | 6     | "Besinshi           | "бесинши             | PUNCT
49       | 7     | pán                 | пáн                  | ADJ
